sep=,
Instrument Serial Num,Reading #,Date,Time,Method Name,User Factor Name,Test Label,Collimation Status,Latitude,Longitude, Units,P Compound,P Compound Level,P Compound Error,P Concentration,P Error1s,S Compound,S Compound Level,S Compound Error,S Concentration,S Error1s,K Compound,K Compound Level,K Compound Error,K Concentration,K Error1s,Ca Compound,Ca Compound Level,Ca Compound Error,Ca Concentration,Ca Error1s,Ti Compound,Ti Compound Level,Ti Compound Error,Ti Concentration,Ti Error1s,V Compound,V Compound Level,V Compound Error,V Concentration,V Error1s,Cr Compound,Cr Compound Level,Cr Compound Error,Cr Concentration,Cr Error1s,Mn Compound,Mn Compound Level,Mn Compound Error,Mn Concentration,Mn Error1s,Fe Compound,Fe Compound Level,Fe Compound Error,Fe Concentration,Fe Error1s,Co Compound,Co Compound Level,Co Compound Error,Co Concentration,Co Error1s,Ni Compound,Ni Compound Level,Ni Compound Error,Ni Concentration,Ni Error1s,Cu Compound,Cu Compound Level,Cu Compound Error,Cu Concentration,Cu Error1s,Zn Compound,Zn Compound Level,Zn Compound Error,Zn Concentration,Zn Error1s,As Compound,As Compound Level,As Compound Error,As Concentration,As Error1s,Se Compound,Se Compound Level,Se Compound Error,Se Concentration,Se Error1s,Rb Compound,Rb Compound Level,Rb Compound Error,Rb Concentration,Rb Error1s,Sr Compound,Sr Compound Level,Sr Compound Error,Sr Concentration,Sr Error1s,Y Compound,Y Compound Level,Y Compound Error,Y Concentration,Y Error1s,Zr Compound,Zr Compound Level,Zr Compound Error,Zr Concentration,Zr Error1s,Nb Compound,Nb Compound Level,Nb Compound Error,Nb Concentration,Nb Error1s,Mo Compound,Mo Compound Level,Mo Compound Error,Mo Concentration,Mo Error1s,Ag Compound,Ag Compound Level,Ag Compound Error,Ag Concentration,Ag Error1s,Cd Compound,Cd Compound Level,Cd Compound Error,Cd Concentration,Cd Error1s,Sn Compound,Sn Compound Level,Sn Compound Error,Sn Concentration,Sn Error1s,Sb Compound,Sb Compound Level,Sb Compound Error,Sb Concentration,Sb Error1s,Ba Compound,Ba Compound Level,Ba Compound Error,Ba Concentration,Ba Error1s,La Compound,La Compound Level,La Compound Error,La Concentration,La Error1s,Ce Compound,Ce Compound Level,Ce Compound Error,Ce Concentration,Ce Error1s,Pr Compound,Pr Compound Level,Pr Compound Error,Pr Concentration,Pr Error1s,Nd Compound,Nd Compound Level,Nd Compound Error,Nd Concentration,Nd Error1s,Ta Compound,Ta Compound Level,Ta Compound Error,Ta Concentration,Ta Error1s,W Compound,W Compound Level,W Compound Error,W Concentration,W Error1s,Hg Compound,Hg Compound Level,Hg Compound Error,Hg Concentration,Hg Error1s,Pb Compound,Pb Compound Level,Pb Compound Error,Pb Concentration,Pb Error1s,Bi Compound,Bi Compound Level,Bi Compound Error,Bi Concentration,Bi Error1s,Th Compound,Th Compound Level,Th Compound Error,Th Concentration,Th Error1s,U Compound,U Compound Level,U Compound Error,U Concentration,U Error1s,,Real Time 1,Real Time 2,Real Time 3,
803819,1,2019-09-23,14:34:18,,,1C,No,,,PPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,
803819,2,2019-09-23,14:38:49,Soil,,2,No,,,PPM,,,,227,121,,,,-23,21,,,,4,9,,,,-13,2,,,,6,1,,,,0,0,,,,0,1,,,,1,1,,,,12,3,,,,-2,2,,,,-1,1,,,,-0,1,,,,-0,1,,,,-1,0,,,,-0,0,,,,-0,0,,,,1,1,,,,1,1,,,,1,1,,,,-0,1,,,,-1,1,,,,1,1,,,,1,1,,,,-4,3,,,,-4,3,,,,-10,9,,,,21,19,,,,17,39,,,,-127,51,,,,133,112,,,,-8,6,,,,2,2,,,,2,1,,,,0,1,,,,0,1,,,,-2,2,,,,1,2,1,30,30,30,
803819,3,2019-09-23,14:40:49,Soil,,3,No,,,PPM,,,,2056,486,,,,1359,77,,,,27449,128,,,,24965,105,,,,3047,17,,,,90,2,,,,59,2,,,,693,5,,,,28993,106,,,,-44,18,,,,28,2,,,,136,3,,,,437,4,,,,125,5,,,,2,1,,,,124,1,,,,243,5,,,,29,3,,,,268,5,,,,18,1,,,,7,2,,,,5,2,,,,51,2,,,,11,4,,,,29,4,,,,512,13,,,,-16,23,,,,141,47,,,,-353,62,,,,-290,136,,,,29,12,,,,3,3,,,,12,2,,,,1439,7,,,,3,2,,,,15,3,,,,6,3,2.0,30,30,30,
803819,4,2019-09-23,14:42:41,Soil,,4,No,,,PPM,,,,2522,119,,,,1020,25,,,,3416,17,,,,411,5,,,,-2,0,,,,-3,0,,,,-13,0,,,,74,1,,,,35,2,,,,-14,1,,,,-11,1,,,,-2,1,,,,34,1,,,,-1,0,,,,-2,0,,,,7,0,,,,6,1,,,,-0,1,,,,-0,1,,,,-0,0,,,,0,1,,,,-0,1,,,,-3,2,,,,-24,3,,,,-7,3,,,,24,8,,,,-34,17,,,,-12,35,,,,-19,44,,,,165,96,,,,-5,6,,,,-11,1,,,,-4,0,,,,-2,0,,,,-20,1,,,,-2,1,,,,-2,1,3.0,30,30,30,
803819,5,2019-09-23,14:44:31,Soil,,5,No,,,PPM,,,,2815,123,,,,907,24,,,,4173,19,,,,420,5,,,,-2,0,,,,-4,0,,,,-17,0,,,,54,1,,,,29,2,,,,-15,1,,,,-12,1,,,,-3,1,,,,29,1,,,,-1,0,,,,-2,0,,,,6,0,,,,5,1,,,,-1,1,,,,-1,1,,,,-0,0,,,,0,1,,,,1,1,,,,1,2,,,,-24,3,,,,-2,3,,,,29,8,,,,7,17,,,,17,34,,,,-49,44,,,,73,94,,,,1,6,,,,-13,1,,,,-4,0,,,,-2,0,,,,-18,1,,,,-2,1,,,,-3,1,4.0,30,30,30,
803819,6,2019-09-23,14:46:29,Soil,,6,No,,,PPM,,,,2807,122,,,,937,24,,,,4060,19,,,,422,5,,,,-2,0,,,,-3,0,,,,-15,0,,,,55,1,,,,32,2,,,,-14,1,,,,-12,1,,,,-2,1,,,,28,1,,,,-1,0,,,,-3,0,,,,6,0,,,,5,1,,,,-0,1,,,,-0,1,,,,0,0,,,,1,1,,,,-1,1,,,,0,2,,,,-27,3,,,,-7,3,,,,15,8,,,,5,17,,,,48,35,,,,7,44,,,,47,95,,,,-0,6,,,,-12,1,,,,-5,0,,,,-1,0,,,,-19,1,,,,-3,1,,,,-2,1,5.0,30,30,30,
803819,7,2019-09-23,14:49:46,Soil,,7,No,,,PPM,,,,2392,115,,,,988,24,,,,3074,16,,,,357,5,,,,1,1,,,,-3,0,,,,-12,0,,,,62,1,,,,42,2,,,,-14,1,,,,-12,1,,,,-2,1,,,,28,1,,,,-1,0,,,,-2,0,,,,6,0,,,,3,1,,,,-1,1,,,,-1,1,,,,-1,0,,,,-1,1,,,,-4,1,,,,1,2,,,,-22,3,,,,-0,3,,,,18,8,,,,-9,17,,,,44,35,,,,-19,45,,,,95,96,,,,-6,6,,,,-11,1,,,,-5,0,,,,-2,0,,,,-19,1,,,,-4,1,,,,-1,2,1,30,30,30,
803819,8,2019-09-23,14:51:35,Soil,,8,No,,,PPM,,,,2184,111,,,,1037,25,,,,2993,16,,,,313,5,,,,2,1,,,,-3,0,,,,-14,0,,,,50,1,,,,37,2,,,,-15,1,,,,-11,1,,,,-3,1,,,,29,1,,,,-1,0,,,,-2,0,,,,6,0,,,,3,1,,,,-1,1,,,,1,1,,,,-1,0,,,,-2,1,,,,0,1,,,,-1,2,,,,-26,3,,,,2,3,,,,15,8,,,,-24,17,,,,-21,34,,,,-68,43,,,,-21,93,,,,-5,6,,,,-12,1,,,,-4,0,,,,-1,0,,,,-18,1,,,,-3,1,,,,-2,1,2.0,30,30,30,
803819,9,2019-09-23,14:53:25,Soil,,9,No,,,PPM,,,,2072,111,,,,1009,25,,,,2904,16,,,,355,5,,,,1,1,,,,-3,0,,,,-12,0,,,,59,1,,,,40,2,,,,-14,1,,,,-12,1,,,,-3,1,,,,29,1,,,,-1,0,,,,-2,0,,,,6,0,,,,6,1,,,,-1,1,,,,-0,1,,,,-0,0,,,,0,1,,,,-3,1,,,,-5,2,,,,-23,3,,,,-6,3,,,,15,8,,,,19,18,,,,52,35,,,,-71,45,,,,-68,97,,,,-3,6,,,,-12,1,,,,-5,0,,,,-1,0,,,,-23,1,,,,-3,1,,,,-2,2,3.0,30,30,30,
803819,10,2019-09-23,14:55:13,Soil,,10,No,,,PPM,,,,2201,109,,,,946,24,,,,2425,14,,,,274,4,,,,-3,0,,,,-3,0,,,,-13,0,,,,42,1,,,,16,2,,,,-13,1,,,,-12,1,,,,-3,0,,,,22,1,,,,-1,0,,,,-2,0,,,,5,0,,,,3,1,,,,0,1,,,,-1,1,,,,-0,0,,,,3,1,,,,2,1,,,,1,2,,,,-25,3,,,,-1,3,,,,14,8,,,,-20,17,,,,-0,33,,,,-40,42,,,,39,91,,,,-2,6,,,,-12,1,,,,-4,0,,,,-2,0,,,,-16,1,,,,-4,1,,,,-0,1,4.0,30,30,30,
803819,11,2019-09-23,14:57:02,Soil,,11,No,,,PPM,,,,2265,110,,,,971,24,,,,2716,15,,,,296,4,,,,-3,0,,,,-3,0,,,,-14,0,,,,51,1,,,,23,2,,,,-15,1,,,,-12,1,,,,-3,0,,,,23,1,,,,-1,0,,,,-2,0,,,,5,0,,,,4,1,,,,-0,1,,,,-0,1,,,,-0,0,,,,-1,1,,,,-1,1,,,,0,2,,,,-25,3,,,,-6,3,,,,19,8,,,,-22,17,,,,50,33,,,,-70,42,,,,-8,91,,,,-15,5,,,,-12,1,,,,-4,0,,,,-1,0,,,,-17,1,,,,-4,1,,,,-2,1,5.0,30,30,30,
803819,12,2019-09-23,14:58:51,Soil,,12,No,,,PPM,,,,1908,104,,,,992,24,,,,2511,14,,,,278,4,,,,-2,0,,,,-3,0,,,,-14,0,,,,43,1,,,,16,2,,,,-14,1,,,,-12,1,,,,-3,0,,,,24,1,,,,-1,0,,,,-2,0,,,,5,0,,,,2,1,,,,-1,1,,,,1,1,,,,-0,0,,,,-0,1,,,,-1,1,,,,-0,2,,,,-20,3,,,,-2,3,,,,28,8,,,,-11,17,,,,-12,33,,,,-80,42,,,,89,91,,,,-19,5,,,,-12,1,,,,-4,0,,,,-2,0,,,,-17,1,,,,-7,1,,,,-1,1,6.0,30,30,30,
803819,13,2019-09-23,15:09:02,Soil,,13,No,,,PPM,,,,2906,125,,,,1002,25,,,,4617,20,,,,547,6,,,,-2,0,,,,-3,0,,,,-17,0,,,,55,1,,,,45,2,,,,-12,1,,,,-11,1,,,,-2,1,,,,31,1,,,,-1,0,,,,-2,0,,,,5,0,,,,4,1,,,,0,1,,,,-0,1,,,,-0,1,,,,-1,1,,,,-2,1,,,,-2,2,,,,-24,3,,,,-6,3,,,,0,8,,,,-6,18,,,,55,36,,,,29,45,,,,134,97,,,,-12,6,,,,-12,1,,,,-4,0,,,,-2,0,,,,-20,1,,,,-6,1,,,,3,2,7.0,30,30,30,
803819,14,2019-09-23,15:12:50,Soil,,14,No,,,PPM,,,,2743,121,,,,1083,25,,,,3041,16,,,,401,5,,,,-2,0,,,,-3,0,,,,-13,0,,,,53,1,,,,38,2,,,,-14,1,,,,-13,1,,,,-2,1,,,,29,1,,,,-1,0,,,,-2,0,,,,5,0,,,,3,1,,,,-1,1,,,,-2,1,,,,-1,0,,,,-1,1,,,,1,1,,,,-2,2,,,,-27,3,,,,-1,3,,,,5,8,,,,-12,17,,,,28,35,,,,49,44,,,,95,95,,,,2,6,,,,-12,1,,,,-5,0,,,,-2,0,,,,-19,1,,,,-3,1,,,,1,2,8.0,30,30,30,
803819,15,2019-09-23,15:15:10,Soil,,15,No,,,PPM,,,,2862,123,,,,1055,25,,,,3288,17,,,,444,5,,,,-3,0,,,,-3,0,,,,-13,0,,,,58,1,,,,46,2,,,,-14,1,,,,-11,1,,,,-2,1,,,,33,1,,,,-1,0,,,,-3,0,,,,5,0,,,,5,1,,,,-1,1,,,,-0,1,,,,-1,0,,,,-0,1,,,,-3,1,,,,-2,2,,,,-22,3,,,,-3,3,,,,26,8,,,,2,18,,,,-45,35,,,,-75,45,,,,81,97,,,,-18,6,,,,-12,1,,,,-4,0,,,,-2,0,,,,-19,1,,,,-1,2,,,,-3,1,9.0,30,30,30,
803819,16,2019-09-23,15:17:03,Soil,,16,No,,,PPM,,,,1517,469,,,,1268,75,,,,26727,125,,,,24045,101,,,,2983,17,,,,87,2,,,,57,2,,,,664,4,,,,28675,107,,,,-13,18,,,,32,2,,,,137,3,,,,425,4,,,,118,5,,,,2,1,,,,125,1,,,,244,5,,,,30,3,,,,265,5,,,,18,1,,,,2,2,,,,3,2,,,,51,2,,,,11,4,,,,32,4,,,,545,13,,,,33,23,,,,117,48,,,,-299,64,,,,-109,140,,,,22,12,,,,12,3,,,,12,2,,,,1439,7,,,,-6,2,,,,10,3,,,,5,3,10.0,30,30,30,
803819,17,2019-09-23,15:18:56,Soil,,17,No,,,PPM,,,,2162,110,,,,1014,24,,,,2549,14,,,,394,5,,,,-2,0,,,,-3,0,,,,-14,0,,,,46,1,,,,38,2,,,,-16,1,,,,-11,1,,,,-2,1,,,,27,1,,,,-1,0,,,,-2,0,,,,5,0,,,,2,1,,,,-0,1,,,,-0,1,,,,-0,0,,,,-0,1,,,,-1,1,,,,-1,2,,,,-19,3,,,,-3,3,,,,18,8,,,,-43,17,,,,-87,35,,,,-67,44,,,,46,94,,,,0,6,,,,-10,1,,,,-5,0,,,,-1,0,,,,-21,1,,,,-4,1,,,,1,2,11.0,30,30,30,
803819,18,2019-09-23,15:20:49,Soil,,18,No,,,PPM,,,,1920,105,,,,1021,24,,,,2404,14,,,,367,5,,,,-1,0,,,,-3,0,,,,-14,0,,,,38,1,,,,30,2,,,,-14,1,,,,-12,1,,,,-2,1,,,,24,1,,,,-1,0,,,,-2,0,,,,5,0,,,,3,1,,,,-1,1,,,,-1,1,,,,-0,0,,,,-1,1,,,,-4,1,,,,-1,2,,,,-20,3,,,,-4,3,,,,20,8,,,,-16,17,,,,5,34,,,,-17,43,,,,257,93,,,,1,6,,,,-13,1,,,,-4,0,,,,-1,0,,,,-18,1,,,,-1,1,,,,-2,1,12.0,30,30,30,
803819,19,2019-09-23,15:22:40,Soil,,19,No,,,PPM,,,,2518,115,,,,1134,26,,,,2963,15,,,,354,5,,,,-1,0,,,,-3,0,,,,-13,0,,,,51,1,,,,41,2,,,,-14,1,,,,-12,1,,,,-1,1,,,,29,1,,,,-1,0,,,,-2,0,,,,5,0,,,,6,1,,,,-1,1,,,,-0,1,,,,1,1,,,,-0,1,,,,0,1,,,,0,2,,,,-21,3,,,,-9,3,,,,16,8,,,,-38,17,,,,26,35,,,,16,44,,,,148,94,,,,-8,6,,,,-12,1,,,,-4,0,,,,-2,0,,,,-17,1,,,,-3,1,,,,-2,1,13.0,30,30,30,
803819,20,2019-09-23,15:24:30,Soil,,20,No,,,PPM,,,,2103,106,,,,960,23,,,,1996,12,,,,271,4,,,,-3,0,,,,-3,0,,,,-14,0,,,,32,1,,,,22,2,,,,-14,1,,,,-12,1,,,,-4,0,,,,18,1,,,,-1,0,,,,-2,0,,,,3,0,,,,2,1,,,,-1,1,,,,-0,1,,,,-1,0,,,,-0,1,,,,1,1,,,,2,2,,,,-27,3,,,,-0,3,,,,16,8,,,,18,17,,,,39,34,,,,-34,42,,,,121,91,,,,-16,5,,,,-12,1,,,,-5,0,,,,-2,0,,,,-17,1,,,,-3,1,,,,-1,1,14.0,30,30,30,
803819,21,2019-09-23,15:26:23,Soil,,21,No,,,PPM,,,,2120,106,,,,995,24,,,,2143,13,,,,273,4,,,,-2,0,,,,-3,0,,,,-14,0,,,,35,1,,,,24,2,,,,-14,1,,,,-11,1,,,,-3,0,,,,20,1,,,,-1,0,,,,-3,0,,,,4,0,,,,3,1,,,,-1,1,,,,-0,1,,,,-0,0,,,,-1,1,,,,-0,1,,,,0,2,,,,-17,3,,,,-9,3,,,,-4,8,,,,-5,17,,,,1,33,,,,45,42,,,,280,90,,,,-7,6,,,,-12,1,,,,-5,0,,,,-2,0,,,,-18,1,,,,-4,1,,,,-2,1,15.0,30,30,30,
803819,22,2019-09-23,15:28:14,Soil,,22,No,,,PPM,,,,1865,102,,,,1003,24,,,,1937,12,,,,263,4,,,,-2,0,,,,-3,0,,,,-13,0,,,,28,1,,,,21,2,,,,-13,1,,,,-11,1,,,,-3,0,,,,18,1,,,,-1,0,,,,-2,0,,,,4,0,,,,3,1,,,,1,1,,,,-0,1,,,,-0,0,,,,-0,1,,,,-1,1,,,,-0,2,,,,-22,3,,,,-7,3,,,,13,8,,,,-17,16,,,,39,33,,,,18,41,,,,119,89,,,,-11,5,,,,-11,1,,,,-4,0,,,,-2,0,,,,-17,1,,,,-5,1,,,,1,1,16.0,30,30,30,
803819,23,2019-09-23,15:30:11,Soil,,23,No,,,PPM,,,,1356,470,,,,1336,76,,,,27214,126,,,,24698,103,,,,3029,17,,,,90,2,,,,59,2,,,,677,5,,,,28802,106,,,,-19,18,,,,33,2,,,,136,3,,,,440,4,,,,122,5,,,,2,1,,,,124,1,,,,241,5,,,,32,3,,,,279,5,,,,16,1,,,,5,2,,,,6,2,,,,57,2,,,,11,4,,,,30,4,,,,533,13,,,,-7,23,,,,132,48,,,,-309,63,,,,-425,139,,,,38,12,,,,9,3,,,,13,2,,,,1443,7,,,,-2,2,,,,8,3,,,,3,3,17.0,30,30,30,
803819,24,2019-09-23,15:43:14,Soil,,24,No,,,PPM,,,,2552,118,,,,1075,25,,,,3507,17,,,,422,5,,,,-2,0,,,,-3,0,,,,-14,0,,,,66,1,,,,33,2,,,,-13,1,,,,-10,1,,,,-2,1,,,,32,1,,,,-1,0,,,,-2,0,,,,6,0,,,,5,1,,,,-0,1,,,,-0,1,,,,-1,0,,,,-0,1,,,,-2,1,,,,-0,2,,,,-18,3,,,,-4,3,,,,22,8,,,,-1,18,,,,-25,35,,,,-51,45,,,,72,96,,,,-5,6,,,,-11,1,,,,-5,0,,,,-1,0,,,,-19,1,,,,-0,2,,,,1,2,18.0,30,30,30,
803819,25,2019-09-23,15:45:03,Soil,,25,No,,,PPM,,,,3217,129,,,,961,24,,,,4613,20,,,,458,6,,,,-2,0,,,,-3,0,,,,-16,0,,,,70,1,,,,40,2,,,,-14,1,,,,-13,1,,,,-2,1,,,,32,1,,,,-1,0,,,,-2,0,,,,6,0,,,,5,1,,,,1,1,,,,-1,1,,,,-0,0,,,,-1,1,,,,-2,1,,,,-2,2,,,,-25,3,,,,-2,3,,,,11,8,,,,-4,17,,,,-50,34,,,,-40,43,,,,-32,94,,,,-4,6,,,,-13,1,,,,-4,0,,,,-2,0,,,,-20,1,,,,-3,1,,,,-1,2,19.0,30,30,30,
803819,26,2019-09-23,15:46:53,Soil,,26,No,,,PPM,,,,2660,120,,,,921,24,,,,3950,19,,,,383,5,,,,-2,0,,,,-3,0,,,,-17,0,,,,48,1,,,,32,2,,,,-15,1,,,,-12,1,,,,-2,1,,,,28,1,,,,-1,0,,,,-2,0,,,,6,0,,,,5,1,,,,-0,1,,,,-0,1,,,,0,1,,,,0,1,,,,-1,1,,,,-1,2,,,,-27,3,,,,-3,3,,,,11,8,,,,-21,17,,,,50,35,,,,-105,44,,,,-121,96,,,,-11,6,,,,-11,1,,,,-4,0,,,,-1,0,,,,-19,1,,,,-3,1,,,,-0,2,20.0,30,30,30,
803819,27,2019-09-23,15:48:43,Soil,,27,No,,,PPM,,,,2718,119,,,,1042,25,,,,3218,16,,,,351,5,,,,1,1,,,,-3,0,,,,-13,0,,,,66,1,,,,48,2,,,,-14,1,,,,-12,1,,,,-3,1,,,,30,1,,,,-1,0,,,,-2,0,,,,6,0,,,,4,1,,,,-1,1,,,,1,1,,,,-1,0,,,,-2,1,,,,-0,1,,,,1,2,,,,-21,3,,,,1,3,,,,33,8,,,,-27,17,,,,-22,35,,,,-69,44,,,,66,95,,,,-3,6,,,,-12,1,,,,-4,0,,,,-1,0,,,,-18,1,,,,-3,1,,,,3,2,21.0,30,30,30,
803819,28,2019-09-23,15:50:37,Soil,,28,No,,,PPM,,,,2331,113,,,,1013,24,,,,3052,16,,,,337,5,,,,3,1,,,,-3,0,,,,-13,0,,,,50,1,,,,33,2,,,,-13,1,,,,-12,1,,,,-3,1,,,,28,1,,,,-1,0,,,,-2,0,,,,6,0,,,,4,1,,,,-0,1,,,,-0,1,,,,-1,0,,,,-1,1,,,,-2,1,,,,-3,2,,,,-22,3,,,,-3,3,,,,14,8,,,,-12,17,,,,44,34,,,,-4,43,,,,-16,94,,,,2,6,,,,-12,1,,,,-5,0,,,,-2,0,,,,-19,1,,,,-4,1,,,,-1,2,22.0,30,30,30,
803819,29,2019-09-23,15:52:28,Soil,,29,No,,,PPM,,,,2175,112,,,,1048,25,,,,2932,16,,,,342,5,,,,0,1,,,,-3,0,,,,-14,0,,,,56,1,,,,38,2,,,,-13,1,,,,-11,1,,,,-2,1,,,,28,1,,,,-1,0,,,,-3,0,,,,6,0,,,,5,1,,,,-1,1,,,,-1,1,,,,-1,0,,,,-1,1,,,,-2,1,,,,-2,2,,,,-28,3,,,,-6,3,,,,29,8,,,,-11,17,,,,-45,35,,,,-18,44,,,,223,95,,,,-17,6,,,,-13,1,,,,-4,0,,,,-1,0,,,,-20,1,,,,1,2,,,,1,2,23.0,30,30,30,
803819,30,2019-09-23,15:54:17,Soil,,30,No,,,PPM,,,,2238,109,,,,962,24,,,,2599,14,,,,293,4,,,,-2,0,,,,-3,0,,,,-13,0,,,,42,1,,,,21,2,,,,-14,1,,,,-11,1,,,,-3,0,,,,21,1,,,,-1,0,,,,-2,0,,,,5,0,,,,4,1,,,,-1,1,,,,-1,1,,,,-0,0,,,,1,1,,,,-2,1,,,,-2,2,,,,-27,3,,,,-4,3,,,,24,8,,,,-51,16,,,,-57,33,,,,-94,42,,,,119,90,,,,-1,6,,,,-12,1,,,,-5,0,,,,-2,0,,,,-16,1,,,,-3,1,,,,1,1,24.0,30,30,30,
803819,31,2019-09-23,15:56:06,Soil,,31,No,,,PPM,,,,2047,106,,,,998,24,,,,2619,14,,,,285,4,,,,-3,0,,,,-3,0,,,,-13,0,,,,47,1,,,,19,2,,,,-12,1,,,,-12,1,,,,-3,0,,,,23,1,,,,-1,0,,,,-2,0,,,,5,0,,,,4,1,,,,0,1,,,,-0,1,,,,-1,0,,,,0,1,,,,0,1,,,,1,2,,,,-25,3,,,,-8,3,,,,6,8,,,,5,17,,,,12,33,,,,-77,42,,,,21,91,,,,-5,6,,,,-13,1,,,,-5,0,,,,-2,0,,,,-16,1,,,,-2,1,,,,2,2,25.0,30,30,30,
803819,32,2019-09-23,15:58:05,Soil,,32,No,,,PPM,,,,2193,108,,,,983,24,,,,2506,14,,,,274,4,,,,-3,0,,,,-3,0,,,,-14,0,,,,43,1,,,,17,2,,,,-14,1,,,,-11,1,,,,-4,0,,,,23,1,,,,-1,0,,,,-2,0,,,,5,0,,,,3,1,,,,-1,1,,,,-0,1,,,,-1,0,,,,-2,1,,,,-2,1,,,,-3,2,,,,-27,3,,,,-5,3,,,,12,8,,,,-8,17,,,,42,33,,,,3,42,,,,24,91,,,,-2,6,,,,-13,1,,,,-4,0,,,,-2,0,,,,-17,1,,,,-2,1,,,,1,1,26.0,30,30,30,
803819,33,2019-09-23,16:00:01,Soil,,33,No,,,PPM,,,,2143,485,,,,1377,77,,,,26445,125,,,,24214,103,,,,3043,17,,,,87,2,,,,60,2,,,,680,5,,,,28530,107,,,,-26,18,,,,25,2,,,,131,3,,,,419,4,,,,121,5,,,,2,1,,,,125,1,,,,229,5,,,,26,3,,,,266,5,,,,19,1,,,,7,2,,,,9,2,,,,53,2,,,,12,4,,,,28,4,,,,526,13,,,,17,24,,,,139,49,,,,-234,64,,,,-250,141,,,,36,12,,,,12,3,,,,10,2,,,,1426,7,,,,-4,2,,,,16,4,,,,4,3,27.0,30,30,30,
